COMBO_COMPANY_ID_18,COMBO_COMPANY_NAME,ACCT_ID_18,ACCT_NM,TEAM_TERRITORY_NAME,ACCT_OWN_FULL_NM,COMBO_LOCKED_CITY,COMBO_LOCKED_STATE,COMBO_LOCKED_INDUSTRY,ACCT_OWN_LVL_4_USR_NM,ACCT_OWN_LVL_5_USR_NM,FY27_C360_AOV,COMBO_EMPLOYEE_COUNT,ACCT_TIER,ATR,FY27 Q1 ACV,FY27 Q2 ACV,H1_FY27_ACV,AVP_REGION,news_has_coverage,news_article_count,news_headlines,news_latest_date,mismatch_category,confidence,key_signals,reasoning,action_recommended,ai_scored
001ed00000d3oqMAAQ,"TRANSPORTES AEREOS PORTUGUESES, S.A. (TAP)",001ed00000d3oqMAAQ,"TRANSPORTES AEREOS PORTUGUESES, S.A. (TAP)",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_W_TempCoverage_05,Gabrielle Carels,Lake Forest,IL,"Manufacturing, Automotive & Energy",John Tragas,AMER - PACE - MAE - CMRCL - MFG - W - MM - NL - W - RVP,0,1000,Tier 2,0,0,0,0,MFG W,False,0,,,Overtiered Risk,High,"Tier Tier 2 | $0 Salesforce spend | Zero external signals | 1,000 employees","**TIER MISMATCH: Tier 2 Without Engagement**

Current Classification: Tier 2 (""High priority accounts"")
What This Should Mean: Strategic focus, dedicated coverage, high revenue potential

**SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0 (zero revenue closed in first half of fiscal year)
• FY27 AOV (Annual Operating Value): $0 (no ongoing Salesforce subscription)
• ATR (Available to Renew): $0 (nothing to renew)
→ Total Salesforce footprint: ZERO

**EXTERNAL SIGNALS:**
• News coverage (past 12 months): ZERO articles
• No media visibility, no growth signals, no market activity detected

**COMPANY PROFILE:**
• Employee count: 1,000
• Industry: Manufacturing, Automotive & Energy
• Location: Lake Forest, IL

**ANALYSIS:**
High tier designation without any engagement or external signals suggests one of three scenarios:
(a) Relationship was never successfully developed despite initial tiering
(b) Account went dormant after initial engagement ended
(c) Tier was assigned based on outdated potential assessment

Maintaining high tier for inactive account diverts strategic resources from accounts with actual engagement.","IMMEDIATE ACTION: Downgrade to Tier 3 or 4. Review account history to understand original tier rationale. If relationship cannot be reactivated within 30 days, proceed with downgrade to free up strategic focus.",True
aBR3y000000CfJeGAK,"Ruiz Food Products, Inc.",00130000002ENEAAA4,"Ruiz Foods, Inc. (MAIN)",AMER_PACE_RCG_CMRCL_GB_CG_HMDU_W_01,Grace Miller,Dinuba,CA,Retail & CG,Marshall Hall,Timothy Livas,0,2500,Tier 1,0,0,0,0,RCG,False,0,,,Overtiered Risk,High,"Tier Tier 1 | $0 Salesforce spend | Zero external signals | 2,500 employees","**TIER MISMATCH: Tier 1 Without Engagement**

Current Classification: Tier 1 (""Strategic accounts"")
What This Should Mean: Strategic focus, dedicated coverage, high revenue potential

**SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0 (zero revenue closed in first half of fiscal year)
• FY27 AOV (Annual Operating Value): $0 (no ongoing Salesforce subscription)
• ATR (Available to Renew): $0 (nothing to renew)
→ Total Salesforce footprint: ZERO

**EXTERNAL SIGNALS:**
• News coverage (past 12 months): ZERO articles
• No media visibility, no growth signals, no market activity detected

**COMPANY PROFILE:**
• Employee count: 2,500
• Industry: Retail & CG
• Location: Dinuba, CA

**ANALYSIS:**
High tier designation without any engagement or external signals suggests one of three scenarios:
(a) Relationship was never successfully developed despite initial tiering
(b) Account went dormant after initial engagement ended
(c) Tier was assigned based on outdated potential assessment

Maintaining high tier for inactive account diverts strategic resources from accounts with actual engagement.","IMMEDIATE ACTION: Downgrade to Tier 3 or 4. Review account history to understand original tier rationale. If relationship cannot be reactivated within 30 days, proceed with downgrade to free up strategic focus.",True
aBR300000004OaOGAU,"M-D Building Products, Inc.",0013000000HlaqWAAR,M-D Building Products,AMER_PACE_MAE_CMRCL_MFG_W_TXL_MM_05,Scott Thomson,OKLAHOMA CITY,OK,"Manufacturing, Automotive & Energy",John Tragas,John Berg,0,800,Tier 2,0,0,0,0,MFG W,False,0,,,Overtiered Risk,High,Tier Tier 2 | $0 Salesforce spend | Zero external signals | 800 employees,"**TIER MISMATCH: Tier 2 Without Engagement**

Current Classification: Tier 2 (""High priority accounts"")
What This Should Mean: Strategic focus, dedicated coverage, high revenue potential

**SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0 (zero revenue closed in first half of fiscal year)
• FY27 AOV (Annual Operating Value): $0 (no ongoing Salesforce subscription)
• ATR (Available to Renew): $0 (nothing to renew)
→ Total Salesforce footprint: ZERO

**EXTERNAL SIGNALS:**
• News coverage (past 12 months): ZERO articles
• No media visibility, no growth signals, no market activity detected

**COMPANY PROFILE:**
• Employee count: 800
• Industry: Manufacturing, Automotive & Energy
• Location: OKLAHOMA CITY, OK

**ANALYSIS:**
High tier designation without any engagement or external signals suggests one of three scenarios:
(a) Relationship was never successfully developed despite initial tiering
(b) Account went dormant after initial engagement ended
(c) Tier was assigned based on outdated potential assessment

Maintaining high tier for inactive account diverts strategic resources from accounts with actual engagement.","IMMEDIATE ACTION: Downgrade to Tier 3 or 4. Review account history to understand original tier rationale. If relationship cannot be reactivated within 30 days, proceed with downgrade to free up strategic focus.",True
aBR300000004E2rGAE,Kenross Lux Two S.Àr.L.,0013000000hJFSOAA4,"Scotsman Industries, Inc (2nd Org)",AMER_PACE_MAE_CMRCL_MFG_E_FLG_MM_03,Olivia Stanziale,Woodridge,IL,"Manufacturing, Automotive & Energy",Stephen Keller,Dustin Kolo,0,800,Tier 3,0,0,0,0,MFG E,False,0,,,Tier Confirmed,Medium,Limited signals available | 800 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 800 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Woodridge, IL

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
0013000000hLyfrAAC,Giant RV,0013000000hLyfrAAC,Giant RV,AMER_PACE_MAE_CMRCL_AUE_C_MM_TempCoverage_04A,Julianne Tuohy,Montclair,CA,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Nicholas Zaleski,0,323,Tier 1,0,0,0,0,AUE,False,0,,,Overtiered Risk,High,Tier Tier 1 | $0 Salesforce spend | Zero external signals | 323 employees,"**TIER MISMATCH: Tier 1 Without Engagement**

Current Classification: Tier 1 (""Strategic accounts"")
What This Should Mean: Strategic focus, dedicated coverage, high revenue potential

**SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0 (zero revenue closed in first half of fiscal year)
• FY27 AOV (Annual Operating Value): $0 (no ongoing Salesforce subscription)
• ATR (Available to Renew): $0 (nothing to renew)
→ Total Salesforce footprint: ZERO

**EXTERNAL SIGNALS:**
• News coverage (past 12 months): ZERO articles
• No media visibility, no growth signals, no market activity detected

**COMPANY PROFILE:**
• Employee count: 323
• Industry: Manufacturing, Automotive & Energy
• Location: Montclair, CA

**ANALYSIS:**
High tier designation without any engagement or external signals suggests one of three scenarios:
(a) Relationship was never successfully developed despite initial tiering
(b) Account went dormant after initial engagement ended
(c) Tier was assigned based on outdated potential assessment

Maintaining high tier for inactive account diverts strategic resources from accounts with actual engagement.","IMMEDIATE ACTION: Downgrade to Tier 3 or 4. Review account history to understand original tier rationale. If relationship cannot be reactivated within 30 days, proceed with downgrade to free up strategic focus.",True
0010M00001U40m7QAB,"Energy Transportation, LLC",0010M00001U40m7QAB,"Energy Transportation, LLC",AMER_PACE_MAE_CMRCL_AUE_SE_GB_02,Jennifer Hinton,Bridgeport,WV,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Jason Fajardo,0,1001,Tier 2,0,0,0,0,AUE,False,0,,,Overtiered Risk,High,"Tier Tier 2 | $0 Salesforce spend | Zero external signals | 1,001 employees","**TIER MISMATCH: Tier 2 Without Engagement**

Current Classification: Tier 2 (""High priority accounts"")
What This Should Mean: Strategic focus, dedicated coverage, high revenue potential

**SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0 (zero revenue closed in first half of fiscal year)
• FY27 AOV (Annual Operating Value): $0 (no ongoing Salesforce subscription)
• ATR (Available to Renew): $0 (nothing to renew)
→ Total Salesforce footprint: ZERO

**EXTERNAL SIGNALS:**
• News coverage (past 12 months): ZERO articles
• No media visibility, no growth signals, no market activity detected

**COMPANY PROFILE:**
• Employee count: 1,001
• Industry: Manufacturing, Automotive & Energy
• Location: Bridgeport, WV

**ANALYSIS:**
High tier designation without any engagement or external signals suggests one of three scenarios:
(a) Relationship was never successfully developed despite initial tiering
(b) Account went dormant after initial engagement ended
(c) Tier was assigned based on outdated potential assessment

Maintaining high tier for inactive account diverts strategic resources from accounts with actual engagement.","IMMEDIATE ACTION: Downgrade to Tier 3 or 4. Review account history to understand original tier rationale. If relationship cannot be reactivated within 30 days, proceed with downgrade to free up strategic focus.",True
aBR3y000000CfJeGAK,"Ruiz Food Products, Inc.",0013y00001bfDLnAAM,Ruiz Food Products Inc,AMER_PACE_RCG_CMRCL_GB_CG_HMDU_W_01,Grace Miller,Frisco,Texas,Retail & CG,Marshall Hall,Timothy Livas,0,2500,Tier 3,0,0,0,0,RCG,False,0,,,Undertiered Opportunity,Medium,"Tier Tier 3 | 2,500 employees (enterprise) | Retail & CG | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 3

**COMPANY SCALE ANALYSIS:**
• Employee count: 2,500 (ENTERPRISE SEGMENT)
• Industry: Retail & CG
• Location: Frisco, Texas
• Scale places company in top tier of market by size

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 2,500 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Retail & CG vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Retail & CG vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
aBR3y000000saRuGAI,"First Brands Group Holdings, Llc",0013y00001XzByIAAV,Airtex,AMER_PACE_MAE_CMRCL_MFG_W_GB_NL_05,Jermell Mitchell,Tucson,AZ,"Manufacturing, Automotive & Energy",John Tragas,Raghbir Kern,0,5098,Tier 4,0,0,0,0,MFG W,False,0,,,Undertiered Opportunity,Medium,"Tier Tier 4 | 5,098 employees (enterprise) | Manufacturing, Automotive & Energy | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 4

**COMPANY SCALE ANALYSIS:**
• Employee count: 5,098 (ENTERPRISE SEGMENT)
• Industry: Manufacturing, Automotive & Energy
• Location: Tucson, AZ
• Scale places company in top tier of market by size

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 5,098 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Manufacturing, Automotive & Energy vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Manufacturing, Automotive & Energy vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
001ed00000SdQCEAA3,Towne Tavern & Tap,001ed00000SdQCEAA3,Towne Tavern & Tap,AMER_PACE_RCG_CMRCL_MM_RETAIL_E_07,Julia Wallace,North Attleboro,MA,Retail & CG,Adam Kassam,David Freifeld,0,500,Tier 4,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 500 employees,"**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 500 employees
• Industry: Retail & CG
• Location: North Attleboro, MA

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
0013000000RaXKoAAN,"Zeeland Farm Services, Inc.",0013000000RaXKoAAN,"Zeeland Farm Services, Inc.",AMER_PACE_RCG_CMRCL_MM_NL_CG_01,ADDIS SISAY,Zeeland,MI,Retail & CG,Adam Kassam,Kyle Warren,0,314,Tier 3,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 314 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 314 employees
• Industry: Retail & CG
• Location: Zeeland, MI

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
0013000001JyZfbAAF,Waycon Pizza Enterprises Inc,0013000001JyZfbAAF,Waycon Pizza Enterprises Inc,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_08,Taylor Schlosser,Athens,GA,Retail & CG,Adam Kassam,Tanner DeVries,0,500,Tier 3,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 500 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 500 employees
• Industry: Retail & CG
• Location: Athens, GA

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR3y000000g3RNGAY,Ip Corporation,001ed00000J1DVEAA3,IP Corporation,AMER_PACE_MAE_CMRCL_MFG_W_PNW_MM_03,Tristan Bush,Saint Paul,MN,"Manufacturing, Automotive & Energy",John Tragas,Brent Cambra,0,500,Other,0,0,0,0,MFG W,False,0,,,Tier Confirmed,Medium,Limited signals available | 500 employees,"**TIER CONFIRMED: Tier Other**

**Company Profile:**
• Size: 500 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Saint Paul, MN

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR3y000000H7ucGAC,Houdstermaatschappij Wilg B.V.,0013000000Em4KYAAZ,The Hiller Companies Inc,AMER_PACE_MAE_CMRCL_MFG_C_SEC_MM_04,Nicholas Childers,Mobile,AL,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - MFG - C - AVP,Josh Child,0,599,Tier 1,0,0,0,0,MFG C,False,0,,,Overtiered Risk,High,Tier Tier 1 | $0 Salesforce spend | Zero external signals | 599 employees,"**TIER MISMATCH: Tier 1 Without Engagement**

Current Classification: Tier 1 (""Strategic accounts"")
What This Should Mean: Strategic focus, dedicated coverage, high revenue potential

**SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0 (zero revenue closed in first half of fiscal year)
• FY27 AOV (Annual Operating Value): $0 (no ongoing Salesforce subscription)
• ATR (Available to Renew): $0 (nothing to renew)
→ Total Salesforce footprint: ZERO

**EXTERNAL SIGNALS:**
• News coverage (past 12 months): ZERO articles
• No media visibility, no growth signals, no market activity detected

**COMPANY PROFILE:**
• Employee count: 599
• Industry: Manufacturing, Automotive & Energy
• Location: Mobile, AL

**ANALYSIS:**
High tier designation without any engagement or external signals suggests one of three scenarios:
(a) Relationship was never successfully developed despite initial tiering
(b) Account went dormant after initial engagement ended
(c) Tier was assigned based on outdated potential assessment

Maintaining high tier for inactive account diverts strategic resources from accounts with actual engagement.","IMMEDIATE ACTION: Downgrade to Tier 3 or 4. Review account history to understand original tier rationale. If relationship cannot be reactivated within 30 days, proceed with downgrade to free up strategic focus.",True
aBR3y000000gEbGGAU,Stone Canyon Industries Holdings Llc,0013y00001f5yyKAAQ,Arctic Glacier U.S.A. Inc,AMER_PACE_MAE_CMRCL_MFG_E_NNE_GB_03,Ryan Johnson,Sharpsburg,PA,"Manufacturing, Automotive & Energy",Stephen Keller,Sam Telfer,0,2500,Tier 1,0,0,0,0,MFG E,False,0,,,Overtiered Risk,High,"Tier Tier 1 | $0 Salesforce spend | Zero external signals | 2,500 employees","**TIER MISMATCH: Tier 1 Without Engagement**

Current Classification: Tier 1 (""Strategic accounts"")
What This Should Mean: Strategic focus, dedicated coverage, high revenue potential

**SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0 (zero revenue closed in first half of fiscal year)
• FY27 AOV (Annual Operating Value): $0 (no ongoing Salesforce subscription)
• ATR (Available to Renew): $0 (nothing to renew)
→ Total Salesforce footprint: ZERO

**EXTERNAL SIGNALS:**
• News coverage (past 12 months): ZERO articles
• No media visibility, no growth signals, no market activity detected

**COMPANY PROFILE:**
• Employee count: 2,500
• Industry: Manufacturing, Automotive & Energy
• Location: Sharpsburg, PA

**ANALYSIS:**
High tier designation without any engagement or external signals suggests one of three scenarios:
(a) Relationship was never successfully developed despite initial tiering
(b) Account went dormant after initial engagement ended
(c) Tier was assigned based on outdated potential assessment

Maintaining high tier for inactive account diverts strategic resources from accounts with actual engagement.","IMMEDIATE ACTION: Downgrade to Tier 3 or 4. Review account history to understand original tier rationale. If relationship cannot be reactivated within 30 days, proceed with downgrade to free up strategic focus.",True
aBR3y0000004qqTGAQ,"Grubmarket, Inc.",0013y00001dNDvJAAW,Shapiro-Gilman_Shandler,AMER_PACE_RCG_CMRCL_GB_RETAIL_W_02,James Bowen,Los Gatos,CA,Retail & CG,Marshall Hall,Ashley Ellis,0,51,Tier 4,0,0,0,0,RCG,True,2,GrubMarket files confidentially for US IPO after acquisition spree and $4.5B valuation | GrubMarket Announces Confidential Submission of Draft Registration Statement,2026-07-28,Tier Confirmed,Medium,2 news articles | 51 employees,"**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 51 employees
• Industry: Retail & CG
• Location: Los Gatos, CA

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement


**Recent Activity (2 articles):**
🤝 M&A: Acquisition activity
🚀 PRODUCT: GrubMarket Announces Confidential Submission of Draft Registration Sta...

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR3y000000H6kpGAC,Carlin Group,0013000001CAStwAAH,Wild Rose Marketing,AMER_PACE_RCG_CMRCL_MM_NL_CG_01,ADDIS SISAY,ELK GROVE VILLAGE,IL,Retail & CG,Adam Kassam,Kyle Warren,0,501,Tier 3,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 501 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 501 employees
• Industry: Retail & CG
• Location: ELK GROVE VILLAGE, IL

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR0M0000000AQiWAM,"Fctg Holdings, Inc.",0013y00001eCC0KAAW,"Southern Mississippi Trading, LLC",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_02,Andrew Ketcham,Tigard,OR,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,406,Tier 4,0,0,0,0,MFG W,False,0,,,Tier Confirmed,Medium,Limited signals available | 406 employees,"**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 406 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Tigard, OR

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR3y000000wlgpGAA,"Dead River Company, Llc",0010M00001WJkueQAD,Bourne's Energy (Dead River Company),AMER_PACE_MAE_CMRCL_AUE_NE_GB_02,Meg Bremer,South Portland,ME,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Sara Bissmeyer,0,1075,Tier 4,0,0,0,0,AUE,False,0,,,Tier Confirmed,Medium,"Limited signals available | 1,075 employees","**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 1,075 employees
• Industry: Manufacturing, Automotive & Energy
• Location: South Portland, ME

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR0M000000GrVfWAK,"Huntsinger Farms, Inc.",0010M00001S9JQfQAN,Silver Spring Foods Inc,AMER_PACE_RCG_CMRCL_MM_NL_CG_01,ADDIS SISAY,Eau Claire,WI,Retail & CG,Adam Kassam,Kyle Warren,0,329,Tier 3,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 329 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 329 employees
• Industry: Retail & CG
• Location: Eau Claire, WI

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
